Data,Preço médio,Volume,até 150 g,até 300 g,até 425 g,Total de sacolas,Sacolas pequenas,Sacolas grandes,Sacolas extragrandes,Tipo,Ano,Cidade,Data padrão BR,Receita
2016-09-04,1.1,1933628.13,931227.39,541981.42,6177.12,454242.2,409642.51,30741.42,13858.27,conventional,2016,Plains,04/09/2016,2126990.943
2016-08-28,1.22,1693969.47,823545.19,462409.58,5248.8,402765.9,358451.47,31890.92,12423.51,conventional,2016,Plains,28/08/2016,2066642.7533999998
2016-08-21,1.21,1693418.62,748383.14,445643.2,5418.75,493973.53,461318.07,12246.86,20408.6,conventional,2016,Plains,21/08/2016,2049036.5302000002
2016-08-14,1.12,1873446.99,882147.93,435932.3,6193.74,549173.02,525124.87,16834.48,7213.67,conventional,2016,Plains,14/08/2016,2098260.6288
2016-08-07,1.17,1979362.94,859776.14,534861.87,6165.29,578559.64,535419.49,19900.67,23239.48,conventional,2016,Plains,07/08/2016,2315854.6398
2016-07-31,1.25,1716384.76,658829.43,526275.28,7471.62,523808.43,471473.75,17633.77,34700.91,conventional,2016,Plains,31/07/2016,2145480.95
2016-07-24,1.22,1807152.43,650651.58,565159.06,7416.64,583925.15,527519.74,18858.31,37547.1,conventional,2016,Plains,24/07/2016,2204725.9646
2016-07-17,1.15,1865426.77,615734.77,583708.66,11130.38,654852.96,590322.87,30454.97,34075.12,conventional,2016,Plains,17/07/2016,2145240.7854999998
2016-07-10,1.09,2028847.18,691422.45,634634.29,16160.39,686630.05,614584.95,22163.03,49882.07,conventional,2016,Plains,10/07/2016,2211443.4262
2016-07-03,1.05,2259572.01,684349.38,761167.83,10691.9,803362.9,717323.25,34035.78,52003.87,conventional,2016,Plains,03/07/2016,2372550.6105
2016-06-26,1.03,2101835.6,1040820.26,490842.47,9370.21,560802.66,510422.91,25086.66,25293.09,conventional,2016,Plains,26/06/2016,2164890.668
2016-06-19,0.87,2559002.86,1093072.84,925765.95,11009.71,529154.36,475718.48,41103.42,12332.46,conventional,2016,Plains,19/06/2016,2226332.4882
2016-06-12,1.04,2104834.28,892690.24,628986.82,11290.7,571866.52,518050.97,28877.41,24938.14,conventional,2016,Plains,12/06/2016,2189027.6511999997
2016-06-05,0.93,2330438.23,1242318.2,518978.73,10390.99,558750.31,505801.45,28530.38,24418.48,conventional,2016,Plains,05/06/2016,2167307.5539
2016-05-29,0.9,2265037.77,1223080.58,495021.66,12125.66,534809.87,502399.51,22583.69,9826.67,conventional,2016,Plains,29/05/2016,2038533.993
2016-05-22,0.94,2248726.67,1062580.2,619172.75,10708.07,556265.65,502964.37,43241.43,10059.85,conventional,2016,Plains,22/05/2016,2113803.0697999997
2016-05-15,0.95,2100440.16,873323.33,621229.14,22169.92,583717.77,532964.89,44849.54,5903.34,conventional,2016,Plains,15/05/2016,1995418.152
2016-05-08,0.86,2664926.82,1198630.18,861839.11,18180.72,586276.81,500461.05,74091.16,11724.6,conventional,2016,Plains,08/05/2016,2291837.0651999996
2016-05-01,0.97,2093998.59,925373.29,636658.22,27641.97,504325.11,471542.33,32052.7,730.08,conventional,2016,Plains,01/05/2016,2031178.6323
2016-04-24,0.95,2088524.46,887508.56,650864.38,11773.39,538378.13,474085.79,56591.26,7701.08,conventional,2016,Plains,24/04/2016,1984098.237
2016-04-17,0.95,2114990.64,852518.35,756238.99,10596.68,495636.62,433889.83,52871.73,8875.06,conventional,2016,Plains,17/04/2016,2009241.108
2016-04-10,1.0,1872378.56,886184.0,507777.03,19359.4,459058.13,402410.37,45353.77,11293.99,conventional,2016,Plains,10/04/2016,1872378.56
2016-04-03,1.04,1769050.34,898127.03,451253.04,45776.71,373893.56,325591.8,46536.69,1765.07,conventional,2016,Plains,03/04/2016,1839812.3536000003
2016-03-27,1.07,1740836.89,773936.48,518333.94,44611.53,403954.94,371049.93,31032.53,1872.48,conventional,2016,Plains,27/03/2016,1862695.4723
2016-03-20,0.95,1938247.08,793583.9,691374.76,33666.72,419621.7,367140.06,50899.37,1582.27,conventional,2016,Plains,20/03/2016,1841334.726
2016-03-13,0.91,2095165.01,1102893.11,548239.52,49503.76,394528.62,348345.6,43787.46,2395.56,conventional,2016,Plains,13/03/2016,1906600.1591
2016-03-06,1.06,1734414.9,798294.79,481425.08,44771.53,409923.5,375200.3,31752.25,2970.95,conventional,2016,Plains,06/03/2016,1838479.794
2016-02-28,1.07,1647189.23,716192.38,496105.73,38146.51,396744.61,357647.85,37148.43,1948.33,conventional,2016,Plains,28/02/2016,1762492.4761
2016-02-21,1.03,1672884.28,784111.14,499720.63,24200.11,364852.4,325916.64,37205.76,1730.0,conventional,2016,Plains,21/02/2016,1723070.8084
2016-02-14,0.97,1790822.72,869882.86,525736.46,20578.05,374625.35,340809.47,32439.63,1376.25,conventional,2016,Plains,14/02/2016,1737098.0384
2016-02-07,0.83,2838853.24,1206795.22,1165322.88,29501.59,437233.55,373119.34,62700.76,1413.45,conventional,2016,Plains,07/02/2016,2356248.1892
2016-01-31,1.05,1851372.18,870097.66,571495.47,18332.66,391446.39,340740.98,49335.69,1369.72,conventional,2016,Plains,31/01/2016,1943940.789
2016-01-24,1.16,1261352.88,360743.21,518203.05,16918.87,365487.75,315428.95,47910.39,2148.41,conventional,2016,Plains,24/01/2016,1463169.3407999997
2016-01-17,1.12,1495176.98,634914.42,499796.45,25612.84,334853.27,301751.78,28186.72,4914.77,conventional,2016,Plains,17/01/2016,1674598.2176
2016-01-10,1.08,1670524.63,750885.43,510181.5,36259.27,373198.43,310260.35,59405.46,3532.62,conventional,2016,Plains,10/01/2016,1804166.6004
2016-01-03,0.94,2171818.57,999388.89,840637.85,19331.34,312460.49,291734.88,19418.04,1307.57,conventional,2016,Plains,03/01/2016,2041509.4557999996
2016-12-25,0.79,5630041.84,2676152.87,1320133.68,20052.89,1613702.4,1288631.84,301809.49,23261.07,conventional,2016,SouthCentral,25/12/2016,4447733.0536
2016-12-18,0.72,5483207.89,2789696.38,1116482.22,15771.64,1561257.65,1144739.27,383503.55,33014.83,conventional,2016,SouthCentral,18/12/2016,3947909.6807999997
2016-12-11,0.76,5031206.93,2633723.49,987150.16,18326.63,1392006.65,939911.81,435548.82,16546.02,conventional,2016,SouthCentral,11/12/2016,3823717.2668
2016-12-04,0.76,5584114.56,3146435.87,1023317.43,18795.24,1395566.02,1039669.75,344663.64,11232.63,conventional,2016,SouthCentral,04/12/2016,4243927.065599999
2016-11-27,0.93,4064847.35,2342116.27,747938.85,14619.93,960172.3,817184.54,133945.12,9042.64,conventional,2016,SouthCentral,27/11/2016,3780308.0355
2016-11-20,1.06,4150510.67,2351202.94,871661.63,16553.22,911092.88,735263.86,173417.7,2411.32,conventional,2016,SouthCentral,20/11/2016,4399541.3102
2016-11-13,1.11,4224677.32,2338883.91,971219.17,22128.14,892446.1,710489.09,180468.83,1488.18,conventional,2016,SouthCentral,13/11/2016,4689391.825200001
2016-11-06,1.16,4214624.13,2443877.24,789647.7,16494.71,964604.48,771794.04,191200.76,1609.68,conventional,2016,SouthCentral,06/11/2016,4888963.9908
2016-10-30,1.19,3733135.22,1917984.65,802089.74,19653.3,993407.53,733102.01,242672.72,17632.8,conventional,2016,SouthCentral,30/10/2016,4442430.9118
2016-10-23,1.09,4477594.56,2043310.73,1016610.9,20588.09,1397084.84,1228547.91,140925.06,27611.87,conventional,2016,SouthCentral,23/10/2016,4880578.0704
2016-10-16,1.03,4967651.41,2588086.77,984551.0,18419.04,1376594.6,1088286.99,263848.4,24459.21,conventional,2016,SouthCentral,16/10/2016,5116680.9523
2016-10-09,1.0,5416591.81,2650640.81,1376612.19,32866.62,1356472.19,1118452.81,222546.73,15472.65,conventional,2016,SouthCentral,09/10/2016,5416591.81
2016-10-02,1.01,5006659.75,2488198.8,1053485.59,17352.41,1447622.95,1091904.2,338402.33,17316.42,conventional,2016,SouthCentral,02/10/2016,5056726.3475
2016-09-25,0.98,5344837.49,2674487.17,1129009.2,15830.87,1525510.25,1094936.72,409425.49,21148.04,conventional,2016,SouthCentral,25/09/2016,5237940.7402
2016-09-18,0.86,6130653.55,3357771.2,1103971.44,16478.55,1652432.36,1446564.1,189481.99,16386.27,conventional,2016,SouthCentral,18/09/2016,5272362.052999999
2016-09-11,0.82,6236078.55,3652516.49,1003811.64,15092.69,1564657.73,1379670.23,173092.74,11894.76,conventional,2016,SouthCentral,11/09/2016,5113584.410999999
2016-09-04,0.78,6802635.25,3749548.89,1321331.51,18544.3,1713210.55,1488491.11,188922.83,35796.61,conventional,2016,SouthCentral,04/09/2016,5306055.495
2016-08-28,0.84,5775721.7,3166009.65,1144644.7,17935.73,1447131.62,1259357.5,142470.58,45303.54,conventional,2016,SouthCentral,28/08/2016,4851606.228
2016-08-21,0.87,5682046.61,3137489.03,1105902.29,25630.41,1413024.88,1245189.33,153644.22,14191.33,conventional,2016,SouthCentral,21/08/2016,4943380.5507000005
2016-08-14,0.94,5385035.37,3062124.27,1103047.73,21617.07,1198246.3,1034294.77,157809.8,6141.73,conventional,2016,SouthCentral,14/08/2016,5061933.2478
2016-08-07,0.93,5647940.41,3263106.78,1162455.32,24523.4,1197854.91,1035007.77,149412.38,13434.76,conventional,2016,SouthCentral,07/08/2016,5252584.581300001
2016-07-31,0.98,5130900.02,2925166.29,1026989.3,25254.69,1153489.74,969970.7,169617.21,13901.83,conventional,2016,SouthCentral,31/07/2016,5028282.019599999
2016-07-24,0.97,5528475.32,3073632.24,1095930.61,29835.26,1329077.21,1169824.57,105002.77,54249.87,conventional,2016,SouthCentral,24/07/2016,5362621.0604
2016-07-17,0.94,5449441.63,2950117.14,1052370.81,44558.77,1402394.91,1297883.28,87850.35,16661.28,conventional,2016,SouthCentral,17/07/2016,5122475.1322
2016-07-10,0.91,5646460.01,3069816.49,1012709.72,189691.87,1374241.93,1233354.94,92635.95,48251.04,conventional,2016,SouthCentral,10/07/2016,5138278.6091
2016-07-03,0.91,6494533.3,3114586.75,1226469.49,522836.75,1630640.31,1398829.45,124715.63,107095.23,conventional,2016,SouthCentral,03/07/2016,5910025.303
2016-06-26,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,SouthCentral,26/06/2016,5381175.3694
2016-06-19,0.89,6005535.29,3271758.23,1118582.85,346244.07,1268950.14,1062854.49,167590.92,38504.73,conventional,2016,SouthCentral,19/06/2016,5344926.4081
2016-06-12,0.85,6195284.67,3356663.69,1079764.01,423778.7,1335078.27,964900.17,307836.87,62341.23,conventional,2016,SouthCentral,12/06/2016,5265991.9695
2016-06-05,0.83,6351400.69,3351332.61,1281791.5,355042.24,1363234.34,976198.08,325421.53,61614.73,conventional,2016,SouthCentral,05/06/2016,5271662.5727
2016-05-29,0.8,6239677.27,3270603.2,1322066.02,347794.01,1299214.04,1034533.11,229576.24,35104.69,conventional,2016,SouthCentral,29/05/2016,4991741.816
2016-05-22,0.72,6680323.25,3128527.61,1539488.77,537748.12,1474558.75,1071647.44,348148.3,54763.01,conventional,2016,SouthCentral,22/05/2016,4809832.74
2016-05-15,0.73,6728120.77,3283251.25,1441163.07,459077.76,1544628.69,1146035.44,389114.15,9479.1,conventional,2016,SouthCentral,15/05/2016,4911528.162099999
2016-05-08,0.72,7281887.35,3666928.36,1367080.84,697833.12,1550045.03,1225103.02,315129.42,9812.59,conventional,2016,SouthCentral,08/05/2016,5242958.892
2016-05-01,0.71,6953488.71,3400699.04,1559296.24,398632.2,1594861.23,1215673.04,368204.58,10983.61,conventional,2016,SouthCentral,01/05/2016,4936976.9841
2016-04-24,0.7,6893900.54,3348754.08,1465437.6,564146.38,1515562.48,1161263.73,346494.76,7803.99,conventional,2016,SouthCentral,24/04/2016,4825730.378
2016-04-17,0.71,6657073.54,3651444.14,1058769.74,617895.6,1328964.06,1124257.15,195845.36,8861.55,conventional,2016,SouthCentral,17/04/2016,4726522.2134
2016-04-10,0.73,6414263.17,3665847.47,870524.0,556972.27,1320919.43,1124849.63,183288.76,12781.04,conventional,2016,SouthCentral,10/04/2016,4682412.1141
2016-04-03,0.74,6154503.04,3321835.5,1083779.43,649669.1,1099219.01,896073.07,198721.79,4424.15,conventional,2016,SouthCentral,03/04/2016,4554332.2496
2016-03-27,0.77,6553308.82,3137633.27,1507245.05,660825.04,1247605.46,951743.56,288346.1,7515.8,conventional,2016,SouthCentral,27/03/2016,5046047.7914
2016-03-20,0.77,6276764.8,3064743.62,1411796.91,653141.71,1147082.56,882135.1,256004.47,8942.99,conventional,2016,SouthCentral,20/03/2016,4833108.896
2016-03-13,0.79,5894070.33,3228470.66,1083003.8,698856.6,883739.27,731907.2,144961.72,6870.35,conventional,2016,SouthCentral,13/03/2016,4656315.5607
2016-03-06,0.78,5848140.87,3596735.53,903361.32,390174.57,957869.45,822317.08,128134.68,7417.69,conventional,2016,SouthCentral,06/03/2016,4561549.8786
2016-02-28,0.77,5698454.09,3528191.7,930352.56,337159.88,902749.95,791893.15,104430.43,6426.37,conventional,2016,SouthCentral,28/02/2016,4387809.6493
2016-02-21,0.82,5108381.41,2872173.1,1020821.92,423920.15,791466.24,658990.14,124051.73,8424.37,conventional,2016,SouthCentral,21/02/2016,4188872.7561999997
2016-02-14,0.7,6349601.68,3382976.58,1416070.96,718463.59,832090.55,662650.24,147944.33,21495.98,conventional,2016,SouthCentral,14/02/2016,4444721.175999999
2016-02-07,0.7,7606351.8,3823016.0,1930304.29,804558.25,1048473.26,756322.54,197394.7,94756.02,conventional,2016,SouthCentral,07/02/2016,5324446.26
2016-01-31,0.79,5850128.4,3003442.75,1462783.11,521213.33,862689.21,623663.62,133279.26,105746.33,conventional,2016,SouthCentral,31/01/2016,4621601.436000001
2016-01-24,0.94,3898235.29,1193349.63,1530143.69,245808.96,928933.01,705848.56,159609.68,63474.77,conventional,2016,SouthCentral,24/01/2016,3664341.1725999997
2016-01-17,0.81,5735627.03,2836077.92,1756468.7,373209.85,769870.56,621920.46,136801.89,11148.21,conventional,2016,SouthCentral,17/01/2016,4645857.894300001
2016-01-10,0.84,5647635.02,2683172.73,1900834.74,263562.26,800065.29,656702.11,140938.24,2424.94,conventional,2016,SouthCentral,10/01/2016,4744013.4168
2016-01-03,0.79,5693942.07,2512692.22,2024262.18,361423.55,795564.12,682311.74,109448.15,3804.23,conventional,2016,SouthCentral,03/01/2016,4498214.235300001
2016-12-25,0.94,3722102.33,1449893.5,760830.39,5643.49,1505734.95,736767.31,767155.7,1811.94,conventional,2016,Southeast,25/12/2016,3498776.1902
2016-12-18,0.96,3413410.59,1236270.98,729400.6,8172.53,1439566.48,670843.43,766286.38,2436.67,conventional,2016,Southeast,18/12/2016,3276874.1663999995
2016-12-11,1.21,2648135.47,1055827.38,463050.84,4655.77,1124601.48,630163.97,492521.95,1915.56,conventional,2016,Southeast,11/12/2016,3204243.9187000003
2016-12-04,0.99,3941512.2,1481392.35,851643.42,5133.86,1603342.57,644607.27,957516.13,1219.17,conventional,2016,Southeast,04/12/2016,3902097.078
2016-11-27,1.39,2408199.34,943433.21,459434.44,4791.45,1000540.24,509394.25,490242.94,903.05,conventional,2016,Southeast,27/11/2016,3347397.0825999994
2016-11-20,1.38,2670425.59,1054588.13,480430.32,8082.2,1127324.94,592607.45,532645.82,2071.67,conventional,2016,Southeast,20/11/2016,3685187.3141999994
2016-11-13,1.37,2819888.75,1219549.43,506554.74,13358.39,1080426.19,543743.7,535602.77,1079.72,conventional,2016,Southeast,13/11/2016,3863247.5875000004
2016-11-06,1.44,2590997.85,1086704.1,508906.52,14547.51,980839.72,432321.09,547443.91,1074.72,conventional,2016,Southeast,06/11/2016,3731036.904
2016-10-30,1.44,2502552.63,1006135.26,517368.07,14441.46,964607.84,416179.29,545707.16,2721.39,conventional,2016,Southeast,30/10/2016,3603675.7871999997
2016-10-23,1.43,2704875.68,1086334.04,625236.22,11469.22,981836.2,435847.7,543596.56,2391.94,conventional,2016,Southeast,23/10/2016,3867972.2224
2016-10-16,1.24,3233029.42,1219511.41,791521.66,10217.86,1211778.49,420581.32,790113.56,1083.61,conventional,2016,Southeast,16/10/2016,4008956.4808
2016-10-09,1.37,2885138.33,1122505.43,657057.65,7239.64,1098335.61,516483.34,580235.88,1616.39,conventional,2016,Southeast,09/10/2016,3952639.5121000004
2016-10-02,1.38,3106952.74,1267964.11,621971.41,10940.09,1206077.13,602427.54,602149.59,1500.0,conventional,2016,Southeast,02/10/2016,4287594.7812
2016-09-25,1.32,3266161.45,1398879.9,588359.56,9605.99,1269316.0,691449.32,573138.62,4728.06,conventional,2016,Southeast,25/09/2016,4311333.114
2016-09-18,1.11,3403999.22,1501212.7,566389.42,9444.29,1326952.81,706832.05,617002.43,3118.33,conventional,2016,Southeast,18/09/2016,3778439.1342000007
2016-09-11,1.08,3431698.41,1673305.36,497550.12,10177.7,1250665.23,791919.62,455458.67,3286.94,conventional,2016,Southeast,11/09/2016,3706234.2828000006
2016-09-04,0.96,4804279.06,2776884.75,664439.79,12528.81,1350425.71,771445.27,574732.66,4247.78,conventional,2016,Southeast,04/09/2016,4612107.8976
2016-08-28,1.11,3580022.43,1919441.39,610781.64,10303.2,1039496.2,738943.52,290855.73,9696.95,conventional,2016,Southeast,28/08/2016,3973824.897300001
2016-08-21,1.11,3716886.69,1923227.36,648951.54,13450.33,1131257.46,827154.53,276587.65,27515.28,conventional,2016,Southeast,21/08/2016,4125744.2259000004
2016-08-14,1.09,4230674.67,2241425.0,738177.11,15287.26,1235785.3,745879.1,467642.03,22264.17,conventional,2016,Southeast,14/08/2016,4611435.3903
2016-08-07,1.18,3419326.48,1628428.39,687208.05,18597.99,1085092.05,710559.72,328992.05,45540.28,conventional,2016,Southeast,07/08/2016,4034805.2463999996
2016-07-31,1.18,3329108.94,1502915.49,710445.49,18938.44,1096809.52,724983.8,322569.05,49256.67,conventional,2016,Southeast,31/07/2016,3928348.5492
2016-07-24,1.17,3381732.73,1485492.18,845297.22,21369.68,1029573.65,657021.42,314632.79,57919.44,conventional,2016,Southeast,24/07/2016,3956627.2940999996
2016-07-17,1.15,3408142.71,1466379.21,813315.42,20301.82,1108146.26,705840.64,335918.68,66386.94,conventional,2016,Southeast,17/07/2016,3919364.1164999995
2016-07-10,1.1,3646868.94,1599856.44,848789.03,29960.26,1168263.21,785436.82,322739.72,60086.67,conventional,2016,Southeast,10/07/2016,4011555.8340000003
2016-07-03,0.91,5432816.58,2549452.95,1175338.87,30343.48,1677681.28,1031656.46,559976.48,86048.34,conventional,2016,Southeast,03/07/2016,4943863.0878
2016-06-26,1.09,3619364.21,1630877.04,777463.11,26639.39,1184384.67,850211.6,280635.29,53537.78,conventional,2016,Southeast,26/06/2016,3945106.9889
2016-06-19,0.94,4665536.74,2441553.39,936051.48,30691.31,1257240.56,699685.23,498428.66,59126.67,conventional,2016,Southeast,19/06/2016,4385604.5356
2016-06-12,1.07,3393712.37,1757284.4,592433.27,30505.16,1013489.54,641109.21,295047.83,77332.5,conventional,2016,Southeast,12/06/2016,3631272.2359
2016-06-05,0.91,4563745.14,2504517.37,823705.23,26309.45,1209213.09,563930.87,574578.06,70704.16,conventional,2016,Southeast,05/06/2016,4153008.0774
2016-05-29,0.92,4829487.03,2562669.53,971082.67,23769.9,1271964.93,531132.05,696042.61,44790.27,conventional,2016,Southeast,29/05/2016,4443128.067600001
2016-05-22,1.05,3416062.07,1634620.91,666118.47,11952.59,1103370.1,536816.84,512209.9,54343.36,conventional,2016,Southeast,22/05/2016,3586865.1735
2016-05-15,0.82,5002102.24,2115292.19,1218469.25,10065.75,1658275.05,610050.97,1029088.05,19136.03,conventional,2016,Southeast,15/05/2016,4101723.8368
2016-05-08,0.86,4651540.06,2196754.82,933112.56,10776.46,1510896.22,712577.48,795541.26,2777.48,conventional,2016,Southeast,08/05/2016,4000324.4516
2016-05-01,0.75,6415228.14,2875232.76,1472240.0,10664.75,2057090.63,738082.97,1318520.16,487.5,conventional,2016,Southeast,01/05/2016,4811421.1049999995
2016-04-24,0.84,5062464.54,2132612.43,1298672.9,10941.97,1620237.24,542495.57,1072748.0,4993.67,conventional,2016,Southeast,24/04/2016,4252470.213599999
2016-04-17,1.01,3673260.93,1705009.13,779184.92,8860.76,1180206.12,556254.94,622049.37,1901.81,conventional,2016,Southeast,17/04/2016,3709993.5393000003
2016-04-10,0.86,4792907.32,2127098.72,1116066.82,10186.67,1539555.11,519721.11,1017680.35,2153.65,conventional,2016,Southeast,10/04/2016,4121900.2952
2016-04-03,1.04,3507226.18,1812848.17,636304.92,12154.28,1045918.81,551758.29,494160.52,0.0,conventional,2016,Southeast,03/04/2016,3647515.2272
2016-03-27,1.05,3242245.67,1671682.99,604702.79,13925.65,951934.24,530183.19,421736.0,15.05,conventional,2016,Southeast,27/03/2016,3404357.9535000003
2016-03-20,1.05,3304400.62,1726223.26,616754.35,15753.25,945669.76,506482.12,439187.64,0.0,conventional,2016,Southeast,20/03/2016,3469620.651
2016-03-13,0.88,4688502.05,2211225.88,1041733.79,17714.52,1417827.86,527240.77,890581.06,6.03,conventional,2016,Southeast,13/03/2016,4125881.804
2016-03-06,1.07,3161231.11,1642177.9,592206.11,14794.78,912052.32,493727.49,418324.83,0.0,conventional,2016,Southeast,06/03/2016,3382517.2877
2016-02-28,0.84,4740050.22,2325376.99,994256.14,13243.4,1407173.69,528218.04,878955.65,0.0,conventional,2016,Southeast,28/02/2016,3981642.1847999995
2016-02-21,1.04,3068786.09,1586507.45,590119.92,13665.41,878493.31,459449.71,419043.6,0.0,conventional,2016,Southeast,21/02/2016,3191537.5335999997
2016-02-14,0.98,3234338.23,1737634.8,613313.92,12099.24,871290.27,499341.01,371949.26,0.0,conventional,2016,Southeast,14/02/2016,3169651.4654
2016-02-07,0.62,6847218.72,3614202.25,1364491.37,22097.49,1846427.61,740216.91,1106150.27,60.43,conventional,2016,Southeast,07/02/2016,4245275.6064
2016-01-31,1.02,3318109.53,1774273.7,625042.37,15260.7,903532.76,485345.67,418187.09,0.0,conventional,2016,Southeast,31/01/2016,3384471.7205999997
2016-01-24,0.9,3895844.89,2092736.34,663827.91,16838.16,1122442.48,570260.95,552166.44,15.09,conventional,2016,Southeast,24/01/2016,3506260.401
2016-01-17,1.09,2913810.18,1721272.85,425617.01,16861.86,750058.46,507151.29,242855.86,51.31,conventional,2016,Southeast,17/01/2016,3176053.0962000005
2016-01-10,0.93,4132191.54,2536173.86,558424.29,17017.65,1020575.74,489927.14,530648.6,0.0,conventional,2016,Southeast,10/01/2016,3842938.1322000003
2016-01-03,1.06,3280451.38,2208431.81,339054.7,17650.77,715314.1,482358.65,232943.41,12.04,conventional,2016,Southeast,03/01/2016,3477278.4628
2016-12-25,1.0,30287853.7,9255125.2,10282925.61,541972.42,10207830.47,7709584.33,2417144.92,81101.22,conventional,2016,TotalUS,25/12/2016,30287853.7
2016-12-18,0.96,29583882.61,9394065.91,10339168.2,427872.42,9422776.08,6970320.34,2358443.96,94011.78,conventional,2016,TotalUS,18/12/2016,28400527.3056
2016-12-11,0.98,30093540.7,9009996.11,9967220.02,403047.93,10713276.64,8149438.75,2490495.07,73342.82,conventional,2016,TotalUS,11/12/2016,29491669.886
2016-12-04,1.0,31621221.9,11043350.9,9908982.97,428009.84,10240878.19,7187022.58,2988504.98,65350.63,conventional,2016,TotalUS,04/12/2016,31621221.9
2016-11-27,1.21,22923062.65,7891487.94,7337341.77,344475.9,7349757.04,5691266.56,1609867.2,48623.28,conventional,2016,TotalUS,27/11/2016,27736905.8065
2016-11-20,1.27,24989702.75,8531160.52,8033510.82,407567.78,8017463.63,6207080.46,1765673.77,44709.4,conventional,2016,TotalUS,20/11/2016,31736922.4925
2016-11-13,1.36,24075126.49,8235135.43,7759608.21,477520.95,7602861.9,5602593.66,1957163.93,43104.31,conventional,2016,TotalUS,13/11/2016,32742172.0264
2016-11-06,1.44,22534698.38,7804252.91,7126936.31,505349.44,7098159.72,5245066.66,1812174.32,40918.74,conventional,2016,TotalUS,06/11/2016,32449965.6672
2016-10-30,1.43,21009730.21,7100458.82,6852046.35,453145.26,6604079.78,4655045.62,1882750.65,66283.51,conventional,2016,TotalUS,30/10/2016,30043914.2003
2016-10-23,1.34,24753513.95,7579629.06,8104522.26,452383.96,8616978.67,6508666.81,2016513.03,91798.83,conventional,2016,TotalUS,23/10/2016,33169708.693
2016-10-16,1.3,27707046.82,8810664.45,8855072.75,447291.48,9594018.14,6934368.93,2575095.84,84553.37,conventional,2016,TotalUS,16/10/2016,36019160.866000004
2016-10-09,1.27,28857581.98,9552502.48,9579338.98,490956.88,9234783.64,6849126.9,2316377.99,69278.75,conventional,2016,TotalUS,09/10/2016,36649129.1146
2016-10-02,1.23,29615008.49,9534915.56,9123897.74,490123.01,10466072.18,7408765.9,2981275.76,76030.52,conventional,2016,TotalUS,02/10/2016,36426460.4427
2016-09-25,1.22,30305112.89,10548061.13,9255913.78,492604.3,10008533.68,7440444.59,2476400.79,91688.3,conventional,2016,TotalUS,25/09/2016,36972237.7258
2016-09-18,1.15,31346091.46,11337829.1,9481313.14,486187.39,10040761.83,7649502.34,2311262.99,79996.5,conventional,2016,TotalUS,18/09/2016,36048005.179
2016-09-11,1.08,34126730.95,12962762.94,10380438.09,512160.27,10271369.65,8199580.75,2016484.84,55304.06,conventional,2016,TotalUS,11/09/2016,36856869.42600001
2016-09-04,1.04,37130688.91,14643465.52,11083513.46,540680.89,10863029.04,8555283.68,2214419.29,93326.07,conventional,2016,TotalUS,04/09/2016,38615916.4664
2016-08-28,1.09,33993931.31,12561055.5,10420973.0,563738.54,10448164.27,8503870.88,1785021.92,159271.47,conventional,2016,TotalUS,28/08/2016,37053385.127900004
2016-08-21,1.1,33592097.72,12725249.3,9906498.51,609720.87,10350629.04,8749239.27,1446381.11,155008.66,conventional,2016,TotalUS,21/08/2016,36951307.492
2016-08-14,1.12,34386177.3,12352932.68,10879341.61,749247.02,10404655.99,8479506.83,1813210.6,111938.56,conventional,2016,TotalUS,14/08/2016,38512518.576
2016-08-07,1.15,33819909.09,12197105.36,10731379.56,754548.53,10136875.64,8386276.39,1569550.49,181048.76,conventional,2016,TotalUS,07/08/2016,38892895.4535
2016-07-31,1.23,31201590.22,10168972.37,10423957.83,783937.09,9824722.93,8193011.02,1431744.52,199967.39,conventional,2016,TotalUS,31/07/2016,38377955.9706
2016-07-24,1.2,32339377.09,10331314.28,10795751.15,947964.05,10264347.61,8315738.7,1561208.69,387400.22,conventional,2016,TotalUS,24/07/2016,38807252.508
2016-07-17,1.15,32656123.63,10320463.27,10628872.6,953631.47,10753156.29,8737861.29,1624816.27,390478.73,conventional,2016,TotalUS,17/07/2016,37554542.174499996
2016-07-10,1.1,35567568.43,11457080.38,11677528.0,1266433.97,11166526.08,8984513.63,1727668.8,454343.65,conventional,2016,TotalUS,10/07/2016,39124325.273
2016-07-03,1.06,39993186.04,12508937.27,13315901.42,1761343.08,12407004.27,9967538.34,1887772.28,551693.65,conventional,2016,TotalUS,03/07/2016,42392777.2024
2016-06-26,1.04,36617023.79,12189035.17,12029918.6,1624942.43,10773127.59,8834969.52,1609568.98,328589.09,conventional,2016,TotalUS,26/06/2016,38081704.7416
2016-06-19,1.02,38489936.14,13488851.61,12842698.33,1642735.63,10515650.57,8223280.88,1975350.75,317018.94,conventional,2016,TotalUS,19/06/2016,39259734.8628
2016-06-12,1.04,35580820.0,12291686.69,11533969.83,1607344.08,10147819.4,8039865.67,1796513.74,311439.99,conventional,2016,TotalUS,12/06/2016,37004052.800000004
2016-06-05,0.97,40231259.65,13808859.16,13396651.73,1770948.09,11254800.67,8492744.45,2441022.99,321033.23,conventional,2016,TotalUS,05/06/2016,39024321.8605
