Data,Preço médio,Volume,até 150 g,até 300 g,até 425 g,Total de sacolas,Sacolas pequenas,Sacolas grandes,Sacolas extragrandes,Tipo,Ano,Cidade,Data padrão BR,Receita,Porcentagem 150 g,Porcentagem 300 g,Porcentagem 425 g
2015-11-15,1.07,224373.12,116059.4,61600.25,11569.87,35143.6,29409.04,5734.56,0.0,conventional,2015,SouthCarolina,15/11/2015,240079.2384,51.72607128697055,27.454380453416167,5.156531227983103
2015-11-08,1.08,221080.11,118352.11,47266.75,15742.56,39718.69,34385.71,5325.2,7.78,conventional,2015,SouthCarolina,08/11/2015,238766.5188,53.53358563101855,21.379919704219436,7.120749125735464
2015-11-01,1.0,280886.82,143163.13,59937.59,19045.03,58741.07,44763.47,13977.6,0.0,conventional,2015,SouthCarolina,01/11/2015,280886.82,50.96826187857444,21.338697913985424,6.780321696831485
2015-10-25,1.11,223607.39,107103.78,46792.32,17192.49,52518.8,43924.89,8593.91,0.0,conventional,2015,SouthCarolina,25/10/2015,248204.20290000003,47.89813968134059,20.926106243626382,7.688694904045882
2015-10-18,1.12,226246.39,105221.4,55038.8,16616.9,49369.29,40996.42,8372.87,0.0,conventional,2015,SouthCarolina,18/10/2015,253395.95680000004,46.507438196030435,24.326929592114155,7.34460337687598
2015-10-11,1.03,267962.33,121966.0,64658.41,20190.4,61147.52,43009.49,18138.03,0.0,conventional,2015,SouthCarolina,11/10/2015,276001.1999,45.51609922185704,24.129664046435185,7.534790431177398
2015-10-04,1.04,267919.95,123692.52,70671.2,14906.36,58649.87,38750.39,19899.48,0.0,conventional,2015,SouthCarolina,04/10/2015,278636.748,46.167715394094394,26.377729616626155,5.563736481736429
2015-09-27,1.08,253422.99,111054.81,72273.16,18765.64,51329.38,42223.65,9105.73,0.0,conventional,2015,SouthCarolina,27/09/2015,273696.82920000004,43.82191607793752,28.51878592388165,7.4048688321450244
2015-09-20,1.02,312177.28,148633.9,77644.18,14421.82,71477.38,49597.26,21851.29,28.83,conventional,2015,SouthCarolina,20/09/2015,318420.82560000004,47.612017120528435,24.871822830924785,4.619753237647531
2015-09-13,1.14,269754.97,124781.45,61067.3,13939.72,69966.5,55240.3,14707.82,18.38,conventional,2015,SouthCarolina,13/09/2015,307520.66579999996,46.25733123656629,22.63806297989617,5.167548905586429
2015-09-06,1.0,353755.0,165544.52,78503.43,23189.42,86517.63,68114.97,18328.93,73.73,conventional,2015,SouthCarolina,06/09/2015,353755.0,46.79637602295374,22.191468671820893,6.555220420912779
2015-08-30,1.15,280699.74,130772.55,58761.62,15284.88,75880.69,70666.71,5198.14,15.84,conventional,2015,SouthCarolina,30/08/2015,322804.70099999994,46.5880552650316,20.933977352454978,5.4452775766732096
2015-08-23,1.09,310381.51,139531.8,64117.55,17089.65,89642.51,84625.03,5017.48,0.0,conventional,2015,SouthCarolina,23/08/2015,338315.8459,44.95493304353084,20.657657732253444,5.506014195239917
2015-08-16,1.12,320750.54,157907.67,60468.01,17614.64,84760.22,78819.75,5940.47,0.0,conventional,2015,SouthCarolina,16/08/2015,359240.60480000003,49.23067939340025,18.85203685081871,5.4916945736085125
2015-08-09,1.05,353930.82,179463.07,69024.22,18362.39,87081.14,75517.04,11497.68,66.42,conventional,2015,SouthCarolina,09/08/2015,371627.36100000003,50.705691581196575,19.502178420065256,5.188129702861141
2015-08-02,1.14,309611.87,148657.53,64352.06,19051.78,77550.5,72040.69,5488.53,21.28,conventional,2015,SouthCarolina,02/08/2015,352957.53179999994,48.01415720915351,20.784752212503996,6.153439788984834
2015-07-26,1.11,327629.87,160050.21,63162.91,18771.89,85644.86,80982.38,4662.48,0.0,conventional,2015,SouthCarolina,26/07/2015,363669.1557,48.85092131556869,19.278739755932513,5.729602737381668
2015-07-19,1.05,379505.99,212349.9,70690.71,18957.89,77507.49,67097.27,10410.22,0.0,conventional,2015,SouthCarolina,19/07/2015,398481.2895,55.954294687153684,18.627034055509903,4.9954125888763965
2015-07-12,1.14,320934.33,143217.29,81353.84,17190.82,79172.38,73161.82,5916.12,94.44,conventional,2015,SouthCarolina,12/07/2015,365865.1362,44.6251075726302,25.349061286151592,5.35649146664989
2015-07-05,1.05,406711.2,204374.47,93000.23,20072.67,89263.83,78695.41,10568.42,0.0,conventional,2015,SouthCarolina,05/07/2015,427046.76,50.250514369901786,22.866404957621032,4.935361996423997
2015-06-28,1.11,340424.79,152050.0,76047.9,18078.63,94248.26,89211.38,4983.53,53.35,conventional,2015,SouthCarolina,28/06/2015,377871.5169,44.664784841315466,22.339119310318146,5.310609136308788
2015-06-21,1.03,392755.13,207438.27,71556.59,17373.26,96387.01,84821.85,11533.12,32.04,conventional,2015,SouthCarolina,21/06/2015,404537.78390000004,52.81618345761645,18.21913567367026,4.423432992460213
2015-06-14,1.1,339919.17,172821.14,60267.01,18287.95,88543.07,82278.6,6256.45,8.02,conventional,2015,SouthCarolina,14/06/2015,373911.087,50.841833957172824,17.729806177156764,5.380087860299259
2015-06-07,1.04,378845.21,223638.72,46631.18,17294.66,91280.65,80177.95,11102.7,0.0,conventional,2015,SouthCarolina,07/06/2015,393999.01840000006,59.03168737437646,12.308768533723839,4.565099292135698
2015-05-31,1.13,322891.36,185323.63,43301.71,18015.98,76250.04,70487.95,5756.74,5.35,conventional,2015,SouthCarolina,31/05/2015,364867.23679999996,57.39504147772799,13.41061278319742,5.5795794597910575
2015-05-24,1.05,407499.97,247039.02,58352.93,20373.51,81734.51,69674.41,12060.1,0.0,conventional,2015,SouthCarolina,24/05/2015,427874.9685,60.62307685568664,14.31973847752676,4.999634723899489
2015-05-17,1.09,346700.41,200005.38,46163.06,18077.99,82453.98,76994.15,5459.83,0.0,conventional,2015,SouthCarolina,17/05/2015,377903.4469,57.68824444136078,13.314971274478735,5.214297266045922
2015-05-10,1.13,329845.26,199489.94,44017.79,16482.29,69855.24,64229.19,5626.05,0.0,conventional,2015,SouthCarolina,10/05/2015,372725.14379999996,60.47985652423806,13.344981825720339,4.996976461022966
2015-05-03,0.97,457411.45,271320.49,72324.54,26965.17,86801.25,70270.99,16530.26,0.0,conventional,2015,SouthCarolina,03/05/2015,443689.1065,59.3165059597874,15.811703008309038,5.895167250404422
2015-04-26,1.1,319659.25,191953.94,43170.27,16204.46,68330.58,63208.06,5122.52,0.0,conventional,2015,SouthCarolina,26/04/2015,351625.17500000005,60.049549637621936,13.505090185877616,5.06929175364079
2015-04-19,1.08,322940.72,185939.51,43227.61,15722.07,78051.53,72168.56,5882.97,0.0,conventional,2015,SouthCarolina,19/04/2015,348775.9776,57.57697883376244,13.385617645244615,4.868407427840007
2015-04-12,1.05,356627.38,220208.81,49060.02,16838.53,70520.02,57990.96,12529.06,0.0,conventional,2015,SouthCarolina,12/04/2015,374458.749,61.747589318576715,13.756661084182598,4.721603259962821
2015-04-05,1.1,311646.73,187483.15,44278.23,18418.66,61466.69,53591.38,7875.31,0.0,conventional,2015,SouthCarolina,05/04/2015,342811.403,60.158869627799405,14.207827561675366,5.910108538600743
2015-03-29,1.11,284839.51,151124.37,45649.68,16553.04,71512.42,64967.19,6545.23,0.0,conventional,2015,SouthCarolina,29/03/2015,316171.85610000003,53.05597176459123,16.02645644208558,5.811356718033956
2015-03-22,1.0,366680.0,218785.98,48984.19,15237.87,83671.96,71610.52,12061.44,0.0,conventional,2015,SouthCarolina,22/03/2015,366680.0,59.66673393694775,13.358838769499293,4.155631613395877
2015-03-15,1.15,297855.71,171702.03,44167.57,18024.31,63961.8,58791.05,5170.75,0.0,conventional,2015,SouthCarolina,15/03/2015,342534.0665,57.64604277688683,14.82851210070809,6.051356208682385
2015-03-08,1.14,289679.91,173429.19,39009.78,14400.7,62840.24,58373.46,4466.78,0.0,conventional,2015,SouthCarolina,08/03/2015,330235.09739999997,59.86925016650275,13.466512054632993,4.971245675960063
2015-03-01,1.05,337576.71,213315.88,42197.08,13638.46,68425.29,57884.58,10540.71,0.0,conventional,2015,SouthCarolina,01/03/2015,354455.54550000007,63.19034272239929,12.49999740799654,4.04010691377376
2015-02-22,1.02,332918.7,193228.98,45809.76,23875.57,70004.39,64068.23,5936.16,0.0,conventional,2015,SouthCarolina,22/02/2015,339577.074,58.040891064395005,13.760044118879474,7.1715917429690785
2015-02-15,1.11,278514.05,163447.93,40081.18,14735.34,60249.6,44927.07,15322.53,0.0,conventional,2015,SouthCarolina,15/02/2015,309150.5955,58.68570364762567,14.391080090932576,5.290698979099977
2015-02-08,1.06,282822.72,169169.05,41468.74,12641.17,59543.76,44770.78,14772.98,0.0,conventional,2015,SouthCarolina,08/02/2015,299792.0832,59.8145191447137,14.662450032302921,4.469644447235357
2015-02-01,0.91,469684.32,284674.2,78055.21,27248.16,79706.75,51793.3,27913.45,0.0,conventional,2015,SouthCarolina,01/02/2015,427412.73120000004,60.609687800520994,16.618653567144843,5.801377401740812
2015-01-25,1.06,311348.31,187805.04,46947.97,12431.59,64163.71,45690.04,18473.67,0.0,conventional,2015,SouthCarolina,25/01/2015,330029.2086,60.31991630209909,15.07892238117496,3.992823985458601
2015-01-18,1.15,276205.95,160256.58,44019.64,14954.1,56975.63,35311.93,21663.7,0.0,conventional,2015,SouthCarolina,18/01/2015,317636.84249999997,58.02068347912128,15.937252618924392,5.414112186938768
2015-01-11,1.1,279706.73,162428.39,39713.75,14197.05,63367.54,44864.96,18502.58,0.0,conventional,2015,SouthCarolina,11/01/2015,307677.403,58.07096239693625,14.19835339678813,5.075691242752722
2015-01-04,1.01,309024.22,180977.06,46253.49,12923.45,68870.22,52556.0,16314.22,0.0,conventional,2015,SouthCarolina,04/01/2015,312114.46219999995,58.56403747253209,14.967593802194534,4.182018483858645
2015-12-27,1.05,67099.38,20577.16,21592.44,2889.97,22039.81,21900.09,0.0,139.72,conventional,2015,Spokane,27/12/2015,70454.349,30.666691704155834,32.17979063293878,4.306999557969089
2015-12-20,1.12,61555.62,17819.26,16576.75,2660.37,24499.24,24499.24,0.0,0.0,conventional,2015,Spokane,20/12/2015,68942.29440000001,28.94822601088251,26.92971007358873,4.32189619729279
2015-12-13,0.99,67431.18,22229.24,20738.68,2189.59,22273.67,22269.39,4.28,0.0,conventional,2015,Spokane,13/12/2015,66756.8682,32.96581789018078,30.755327135013804,3.2471476844984775
2015-12-06,0.85,100233.67,18780.0,39234.39,2758.78,39460.5,38946.79,513.71,0.0,conventional,2015,Spokane,06/12/2015,85198.6195,18.73621907688305,39.142924727788575,2.752348587056625
2015-11-29,1.17,51432.09,16876.93,16826.84,2523.85,15204.47,15204.47,0.0,0.0,conventional,2015,Spokane,29/11/2015,60175.54529999999,32.814007752747365,32.71661719366256,4.907150380239264
2015-11-22,1.12,56013.43,17535.51,21806.06,2671.75,14000.11,14000.11,0.0,0.0,conventional,2015,Spokane,22/11/2015,62735.041600000004,31.305902887932408,38.93005659535579,4.769838233437945
2015-11-15,1.0,84398.93,17121.98,38867.94,2013.77,26395.24,26395.24,0.0,0.0,conventional,2015,Spokane,15/11/2015,84398.93,20.286963353682328,46.05264545415446,2.3860136615476053
2015-11-08,1.08,63821.22,19315.13,26207.73,2182.03,16116.33,16116.33,0.0,0.0,conventional,2015,Spokane,08/11/2015,68926.9176,30.26443242545348,41.06428864882245,3.4189725611638266
2015-11-01,1.13,60151.68,20262.48,23801.85,2428.84,13658.51,13658.51,0.0,0.0,conventional,2015,Spokane,01/11/2015,67971.39839999999,33.68564269526637,39.5697177535191,4.037858959217765
2015-10-25,1.08,66852.57,16618.08,33389.28,2073.74,14771.47,14720.74,50.73,0.0,conventional,2015,Spokane,25/10/2015,72200.77560000001,24.857802774074354,49.94464685501245,3.1019600293601273
2015-10-18,1.13,60732.92,16562.04,30936.55,1935.49,11298.84,11298.84,0.0,0.0,conventional,2015,Spokane,18/10/2015,68628.19959999999,27.270284386128647,50.938683666123744,3.1868877702570533
2015-10-11,0.94,88580.07,11289.75,56878.37,1932.9,18479.05,18479.05,0.0,0.0,conventional,2015,Spokane,11/10/2015,83265.26580000001,12.745248451485757,64.21124977661454,2.1820935567108943
2015-10-04,0.99,77514.75,18331.9,47471.02,1657.16,10054.67,10054.67,0.0,0.0,conventional,2015,Spokane,04/10/2015,76739.6025,23.649563470178258,61.24127343505591,2.137864083932413
2015-09-27,1.09,63902.9,25431.53,23735.71,2196.24,12539.42,12539.42,0.0,0.0,conventional,2015,Spokane,27/09/2015,69654.16100000001,39.797145356470516,37.143400377760635,3.436839329670484
2015-09-20,1.05,79503.08,20718.72,42342.6,4327.13,12114.63,12114.63,0.0,0.0,conventional,2015,Spokane,20/09/2015,83478.23400000001,26.060273388150495,53.259068705262735,5.442719955000486
2015-09-13,1.03,78771.3,39572.15,24065.27,2657.99,12475.89,12475.89,0.0,0.0,conventional,2015,Spokane,13/09/2015,81134.439,50.23676135851509,30.55080974923608,3.3743127255739083
2015-09-06,1.08,67101.52,32235.74,18153.73,3891.68,12820.37,12820.37,0.0,0.0,conventional,2015,Spokane,06/09/2015,72469.6416,48.040253037487076,27.054126344678924,5.799689783480314
2015-08-30,1.11,61176.91,31274.84,16651.71,3820.56,9429.8,9427.72,2.08,0.0,conventional,2015,Spokane,30/08/2015,67906.37010000001,51.12196742202245,27.21894584084093,6.245101297205105
2015-08-23,1.08,84333.73,34441.25,35454.67,2497.82,11939.99,11869.39,70.6,0.0,conventional,2015,Spokane,23/08/2015,91080.4284,40.839234787788946,42.040912930093334,2.9618279661056146
2015-08-16,1.15,72392.09,33363.36,25970.27,3108.08,9950.38,9950.38,0.0,0.0,conventional,2015,Spokane,16/08/2015,83250.90349999999,46.087024148632814,35.874458107232435,4.29339724823527
2015-08-09,1.21,70351.29,32213.37,23114.49,3261.8,11761.63,11761.63,0.0,0.0,conventional,2015,Spokane,09/08/2015,85125.0609,45.789309620335324,32.85581543707302,4.636446609578872
2015-08-02,1.19,74839.74,35242.08,24453.69,3189.46,11954.51,11954.51,0.0,0.0,conventional,2015,Spokane,02/08/2015,89059.29060000001,47.090062044576854,32.67473938311383,4.261719776151013
2015-07-26,1.18,71150.24,33592.19,22293.64,3203.53,12060.88,12060.88,0.0,0.0,conventional,2015,Spokane,26/07/2015,83957.2832,47.21303821322317,31.333190162113294,4.502486569265262
2015-07-19,1.16,77305.34,39750.66,23169.36,2910.03,11475.29,11475.29,0.0,0.0,conventional,2015,Spokane,19/07/2015,89674.1944,51.42032878970587,29.971228378272446,3.7643324510311973
2015-07-12,1.05,86318.9,45146.65,23703.42,3714.04,13754.79,13594.7,160.09,0.0,conventional,2015,Spokane,12/07/2015,90634.845,52.302160940419775,27.460289693218982,4.302696165034541
2015-07-05,1.22,91195.99,43121.13,30059.65,6422.29,11592.92,11245.14,347.78,0.0,conventional,2015,Spokane,05/07/2015,111259.1078,47.28401983464404,32.961591841921994,7.042294293860947
2015-06-28,1.2,81276.47,38303.6,26660.48,6367.68,9944.71,9944.71,0.0,0.0,conventional,2015,Spokane,28/06/2015,97531.764,47.12753888056408,32.80221200551648,7.834592225769647
2015-06-21,1.12,84739.31,33513.17,33789.94,4665.82,12770.38,12770.38,0.0,0.0,conventional,2015,Spokane,21/06/2015,94908.02720000001,39.54855190583921,39.87516537484198,5.5060868444645115
2015-06-14,1.13,88579.12,36980.68,35548.22,3428.77,12621.45,12621.45,0.0,0.0,conventional,2015,Spokane,14/06/2015,100094.40559999998,41.74875523712586,40.131602120228784,3.870855795361255
2015-06-07,1.19,79733.85,40534.99,26271.71,3744.52,9182.63,9182.63,0.0,0.0,conventional,2015,Spokane,07/06/2015,94883.2815,50.837868734546234,32.949255554573114,4.696273916285241
2015-05-31,1.08,82469.7,42027.99,24334.27,3310.34,12797.1,12797.1,0.0,0.0,conventional,2015,Spokane,31/05/2015,89067.276,50.96173503723186,29.506921936177772,4.0140075688404355
2015-05-24,1.07,92664.44,41058.09,33679.94,3564.33,14362.08,14362.08,0.0,0.0,conventional,2015,Spokane,24/05/2015,99150.9508,44.308356042512095,36.34613234591392,3.8464917070669182
2015-05-17,1.09,77996.78,36879.96,24110.51,4295.38,12710.93,12710.93,0.0,0.0,conventional,2015,Spokane,17/05/2015,85016.4902,47.283951978530396,30.912186374873425,5.507124781305075
2015-05-10,1.03,95615.23,46467.69,31703.17,3071.94,14372.43,12192.59,2179.84,0.0,conventional,2015,Spokane,10/05/2015,98483.6869,48.59862806375094,33.15702948160037,3.2128145275600968
2015-05-03,0.98,108051.54,44094.43,48511.36,3133.35,12312.4,12127.23,185.17,0.0,conventional,2015,Spokane,03/05/2015,105890.50919999999,40.80870110689769,44.89650031827404,2.899866119446331
2015-04-26,1.08,80443.94,41208.97,24094.05,2597.12,12543.8,12543.8,0.0,0.0,conventional,2015,Spokane,26/04/2015,86879.45520000001,51.22694139546123,29.95135494357934,3.2284843333133604
2015-04-19,1.03,91379.33,31965.44,42072.81,2783.29,14557.79,14557.79,0.0,0.0,conventional,2015,Spokane,19/04/2015,94120.7099,34.98104002294611,46.04193311550872,3.045863873153808
2015-04-12,1.21,64529.74,27692.12,23281.52,3057.26,10498.84,10498.84,0.0,0.0,conventional,2015,Spokane,12/04/2015,78080.98539999999,42.91373248985661,36.07874446727974,4.7377534761491376
2015-04-05,1.15,73681.06,30529.69,29902.8,3073.43,10175.14,10090.7,84.44,0.0,conventional,2015,Spokane,05/04/2015,84733.219,41.43492235318004,40.58410668901886,4.171261922670493
2015-03-29,1.12,74999.31,36451.47,26800.47,2051.36,9696.01,9376.01,320.0,0.0,conventional,2015,Spokane,29/03/2015,83999.22720000001,48.60240714214571,35.734288755456554,2.735171830247505
2015-03-22,1.1,74725.33,32960.85,28457.8,2400.38,10906.3,10906.3,0.0,0.0,conventional,2015,Spokane,22/03/2015,82197.86300000001,44.10934016617926,38.08320418257102,3.2122708591584677
2015-03-15,1.19,71766.04,32528.5,26391.31,3967.68,8878.55,8878.55,0.0,0.0,conventional,2015,Spokane,15/03/2015,85401.58759999998,45.325755747425944,36.77409259309836,5.528631648060838
2015-03-08,1.18,69848.58,35184.21,24432.93,2713.19,7518.25,7514.21,4.04,0.0,conventional,2015,Spokane,08/03/2015,82421.3244,50.37211923277467,34.97985213156803,3.8843882008768107
2015-03-01,1.03,88304.41,26800.27,44707.74,2869.92,13926.48,13805.14,121.34,0.0,conventional,2015,Spokane,01/03/2015,90953.5423,30.349865878725645,50.62911354030902,3.2500302080043344
2015-02-22,1.03,85295.41,25370.99,45291.88,2537.35,12095.19,12095.19,0.0,0.0,conventional,2015,Spokane,22/02/2015,87854.27230000001,29.744847934959225,53.10002027072734,2.9747790648992716
2015-02-15,1.24,57869.58,24008.4,22723.92,2683.92,8453.34,8319.63,133.71,0.0,conventional,2015,Spokane,15/02/2015,71758.2792,41.48708181396859,39.26747005939908,4.637877102270312
2015-02-08,1.03,74139.25,28901.01,36736.53,3175.96,5325.75,5135.22,190.53,0.0,conventional,2015,Spokane,08/02/2015,76363.4275,38.982064156300474,49.55071706282435,4.283776811877649
2015-02-01,0.97,135656.36,35897.25,84741.31,2704.69,12313.11,12276.59,36.52,0.0,conventional,2015,Spokane,01/02/2015,131586.66919999997,26.46189975906769,62.46762776179459,1.9937804611593593
2015-01-25,1.21,64116.71,23843.63,29590.6,2672.12,8010.36,8010.36,0.0,0.0,conventional,2015,Spokane,25/01/2015,77581.2191,37.18785633261595,46.15115154848088,4.16758751345788
2015-01-18,1.18,69600.14,28457.99,29719.57,2933.27,8489.31,7986.02,503.29,0.0,conventional,2015,Spokane,18/01/2015,82128.16519999999,40.88783442102272,42.70044571749425,4.2144599134427025
2015-01-11,1.07,70697.07,21973.57,35996.7,4131.75,8595.05,6899.1,1695.95,0.0,conventional,2015,Spokane,11/01/2015,75645.86490000002,31.0813022378438,50.91682017373562,5.844301609670669
2015-01-04,1.0,84612.39,26607.29,44341.92,3660.64,10002.54,9556.06,446.48,0.0,conventional,2015,Spokane,04/01/2015,84612.39,31.44609199669221,52.405941966655234,4.326364023046743
2015-12-27,1.1,152121.37,50481.76,25206.85,23.89,76408.87,58430.48,17978.39,0.0,conventional,2015,StLouis,27/12/2015,167333.507,33.185186275932175,16.570222842457966,0.0157045653743455
2015-12-20,1.13,135427.66,40333.06,23867.6,40.52,71186.48,59160.36,12026.12,0.0,conventional,2015,StLouis,20/12/2015,153033.25579999998,29.78199579022483,17.623873882189205,0.029920032584185536
2015-12-13,0.99,166083.52,64673.08,24481.09,71.71,76857.64,55878.32,20979.32,0.0,conventional,2015,StLouis,13/12/2015,164422.6848,38.94009471860905,14.740228289959173,0.04317707139155047
2015-12-06,1.09,147544.08,60481.9,25222.92,27.18,61812.08,53742.31,8069.77,0.0,conventional,2015,StLouis,06/12/2015,160823.0472,40.992427483366335,17.095175895908532,0.018421613391740286
2015-11-29,1.16,129475.25,38130.41,26526.03,115.21,64703.6,57854.06,6840.66,8.88,conventional,2015,StLouis,29/11/2015,150191.28999999998,29.44996051368891,20.4873363828222,0.08898225722676728
2015-11-22,1.15,134989.16,40115.68,27003.98,23.45,67846.05,60331.15,7514.9,0.0,conventional,2015,StLouis,22/11/2015,155237.53399999999,29.71770474014358,20.00455443977872,0.01737176525878078
2015-11-15,1.07,160185.59,62810.86,28499.99,14.91,68859.83,61782.77,7074.83,2.23,conventional,2015,StLouis,15/11/2015,171398.58130000002,39.211304837095525,17.79185630867296,0.009307953355854293
2015-11-08,1.18,148030.6,54277.81,29529.64,25.08,64198.07,59269.38,4928.69,0.0,conventional,2015,StLouis,08/11/2015,174676.108,36.666614875573025,19.948335006410836,0.016942442981383577
2015-11-01,1.21,152077.32,49010.65,34559.26,43.44,68463.97,64373.15,4084.11,6.71,conventional,2015,StLouis,01/11/2015,184013.5572,32.227455086662495,22.7247955184902,0.02856441710045916
2015-10-25,1.21,151268.28,52371.31,37039.7,37.92,61819.35,56579.05,5240.3,0.0,conventional,2015,StLouis,25/10/2015,183034.6188,34.62147516981088,24.486098473520023,0.025068044668717062
2015-10-18,1.26,143944.11,53413.73,34898.38,25.38,55606.62,51312.19,4287.69,6.74,conventional,2015,StLouis,18/10/2015,181369.57859999998,37.10727031484652,24.24439596729592,0.017631843359203793
2015-10-11,1.15,159011.26,77647.86,25627.41,28.01,55707.98,52275.19,3421.53,11.26,conventional,2015,StLouis,11/10/2015,182862.949,48.831673933028384,16.116726576470118,0.017615104741639052
2015-10-04,1.23,151219.39,64603.33,36643.05,51.42,49921.59,46870.06,3051.53,0.0,conventional,2015,StLouis,04/10/2015,185999.84970000002,42.721591457285996,24.231713935626907,0.03400357586417985
2015-09-27,1.12,175958.11,99021.18,34231.9,62.01,42643.02,40596.31,2046.71,0.0,conventional,2015,StLouis,27/09/2015,197073.0832,56.27542828233379,19.45457359140764,0.03524134238541207
2015-09-20,1.24,165255.03,77969.04,37269.87,58.84,49957.28,47579.68,2357.32,20.28,conventional,2015,StLouis,20/09/2015,204916.2372,47.1810389069549,22.552941353736706,0.0356055727925498
2015-09-13,1.15,200117.98,108859.16,33405.69,227.53,57625.6,55794.9,1694.5,136.2,conventional,2015,StLouis,13/09/2015,230135.677,54.39749092010623,16.69299780059743,0.11369792959133407
2015-09-06,1.3,180705.59,85673.91,36576.66,71.5,58383.52,58293.14,88.13,2.25,conventional,2015,StLouis,06/09/2015,234917.267,47.410769085782015,20.241022981082104,0.0395671213048805
2015-08-30,1.32,164716.78,74751.64,34386.84,16.21,55562.09,55153.25,404.34,4.5,conventional,2015,StLouis,30/08/2015,217426.1496,45.381921623285734,20.876343017390212,0.009841134582645437
2015-08-23,1.11,202861.68,111101.26,35104.11,33.19,56623.12,56606.63,11.99,4.5,conventional,2015,StLouis,23/08/2015,225176.46480000002,54.7670018310013,17.304455922873164,0.016360901674480857
2015-08-16,0.88,290906.05,186669.12,44789.17,101.82,59345.94,59339.2,0.0,6.74,conventional,2015,StLouis,16/08/2015,255997.324,64.16818075801449,15.396438128392312,0.035000990869732684
2015-08-09,1.15,200794.99,92511.57,47874.46,230.92,60178.04,60173.56,0.0,4.48,conventional,2015,StLouis,09/08/2015,230914.23849999998,46.07264852574261,23.842457423863017,0.11500286934449909
2015-08-02,1.26,184501.15,79291.85,43745.86,4.0,61459.44,61457.2,0.0,2.24,conventional,2015,StLouis,02/08/2015,232471.449,42.97634459189008,23.71034543687126,0.0021680081668867647
2015-07-26,1.06,216993.01,120124.79,38710.22,21.88,58136.12,58136.12,0.0,0.0,conventional,2015,StLouis,26/07/2015,230012.59060000003,55.35882930053829,17.839385701871226,0.010083274110995556
2015-07-19,1.2,204464.92,99044.52,41712.52,56.2,63651.68,63651.68,0.0,0.0,conventional,2015,StLouis,19/07/2015,245357.904,48.440837675235436,20.400819857019968,0.027486377614311542
2015-07-12,1.13,233579.7,132490.39,44204.19,232.99,56652.13,56425.96,3.95,222.22,conventional,2015,StLouis,12/07/2015,263945.061,56.72170569617138,18.92467110797728,0.09974753799238546
2015-07-05,1.32,224901.96,97253.4,57668.67,23.52,69956.37,69313.52,642.85,0.0,conventional,2015,StLouis,05/07/2015,296870.5872,43.242575564926156,25.6416929403372,0.01045789018468314
2015-06-28,1.17,217234.17,107631.08,40137.34,54.82,69410.93,69371.63,39.3,0.0,conventional,2015,StLouis,28/06/2015,254163.9789,49.54610961986321,18.47653156959607,0.025235440630725817
2015-06-21,1.26,198137.18,84699.66,38461.41,51.04,74925.07,74925.07,0.0,0.0,conventional,2015,StLouis,21/06/2015,249652.8468,42.747989044761816,19.411505705289642,0.02575993056931566
2015-06-14,1.28,203247.31,87726.18,41782.62,102.06,73636.45,73588.28,0.0,48.17,conventional,2015,StLouis,14/06/2015,260156.5568,43.16228342702297,20.557526690021138,0.0502146867282032
2015-06-07,1.3,194667.64,92964.49,38450.22,41.86,63211.07,63206.71,0.0,4.36,conventional,2015,StLouis,07/06/2015,253067.93200000003,47.75549238692163,19.75172658383283,0.02150331714094854
2015-05-31,1.16,247195.62,147104.98,38945.34,8.73,61136.57,61113.45,23.12,0.0,conventional,2015,StLouis,31/05/2015,286746.9192,59.509541471649065,15.754866530402115,0.0035316159728072853
2015-05-24,1.18,236189.46,135166.39,38773.04,9.0,62241.03,62233.36,7.67,0.0,conventional,2015,StLouis,24/05/2015,278703.56279999996,57.22795166219527,16.4160754675505,0.003810500265337835
2015-05-17,1.32,186936.02,96530.89,37553.09,37.3,52814.74,52814.74,0.0,0.0,conventional,2015,StLouis,17/05/2015,246755.5464,51.638464325922854,20.08873945213983,0.01995335088443629
2015-05-10,1.25,218562.94,125846.03,33050.99,42.85,59623.07,59620.93,0.0,2.14,conventional,2015,StLouis,10/05/2015,273203.675,57.5788511995675,15.121955259203595,0.019605336568038482
2015-05-03,1.09,275080.92,190986.18,36252.66,32.39,47809.69,47809.69,0.0,0.0,conventional,2015,StLouis,03/05/2015,299838.2028,69.42909017462935,13.17890750110913,0.011774717054167189
2015-04-26,1.37,178200.42,86967.98,42320.51,15.07,48896.86,48894.75,0.0,2.11,conventional,2015,StLouis,26/04/2015,244134.57540000003,48.80346522191137,23.748827303549565,0.008456770191675192
2015-04-19,1.34,184979.95,101449.24,38169.29,33.73,45327.69,45322.98,4.71,0.0,conventional,2015,StLouis,19/04/2015,247873.13300000003,54.84337086262592,20.6342849589915,0.018234408648072395
2015-04-12,1.21,214125.11,138215.06,37441.77,144.84,38323.44,38323.44,0.0,0.0,conventional,2015,StLouis,12/04/2015,259091.38309999998,64.54873975312844,17.48593147249288,0.06764269729972351
2015-04-05,1.36,159461.64,77970.98,34544.71,67.97,46877.98,46762.42,115.56,0.0,conventional,2015,StLouis,05/04/2015,216867.83040000004,48.8963866168691,21.663335457982242,0.04262467136296854
2015-03-29,1.21,198395.76,111921.69,39575.0,56.26,46842.81,46687.25,155.56,0.0,conventional,2015,StLouis,29/03/2015,240058.8696,56.41334774493164,19.947502910344454,0.02835746086509107
